Year ,zip,naics,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000
2005,44115,423610,1,0,1,0,0,0,0,0,0,0
2005,44114,423620,1,0,0,0,1,0,0,0,0,0
2005,44114,423690,3,1,0,1,1,0,0,0,0,0
2005,44113,423710,1,1,0,0,0,0,0,0,0,0
2005,44114,423710,3,1,0,1,0,0,0,1,0,0
2005,44114,423720,1,1,0,0,0,0,0,0,0,0
2005,44114,423730,3,0,1,0,1,1,0,0,0,0
2005,44114,423740,2,1,0,1,0,0,0,0,0,0
2005,44113,423830,5,0,2,2,1,0,0,0,0,0
2005,44114,423830,4,2,1,1,0,0,0,0,0,0
2005,44113,423840,1,1,0,0,0,0,0,0,0,0
2005,44114,423840,3,1,1,1,0,0,0,0,0,0
2005,44115,423840,2,0,0,0,1,0,0,1,0,0
2005,44114,423850,4,1,1,2,0,0,0,0,0,0
2005,44113,423910,1,0,0,0,1,0,0,0,0,0
2005,44114,423910,2,1,0,0,1,0,0,0,0,0
2005,44113,423920,1,0,0,0,0,1,0,0,0,0
2005,44115,423920,1,0,0,0,0,1,0,0,0,0
2005,44113,423930,4,0,1,2,1,0,0,0,0,0
2005,44114,423930,2,1,0,0,1,0,0,0,0,0
2005,44115,423930,3,3,0,0,0,0,0,0,0,0
2005,44114,423940,7,4,3,0,0,0,0,0,0,0
2005,44115,423940,2,1,0,1,0,0,0,0,0,0
2005,44114,423990,1,1,0,0,0,0,0,0,0,0
2005,44115,423990,2,2,0,0,0,0,0,0,0,0
2005,44114,424110,3,2,1,0,0,0,0,0,0,0
2005,44113,424120,1,0,1,0,0,0,0,0,0,0
2005,44113,424130,1,0,1,0,0,0,0,0,0,0
2005,44114,424130,2,1,0,0,1,0,0,0,0,0
2005,44114,424210,1,1,0,0,0,0,0,0,0,0
2005,44114,424310,1,0,0,1,0,0,0,0,0,0
2005,44115,424320,1,1,0,0,0,0,0,0,0,0
2005,44114,424410,1,1,0,0,0,0,0,0,0,0
2005,44115,424420,1,0,0,0,0,1,0,0,0,0
2005,44113,424460,1,0,0,0,1,0,0,0,0,0
2005,44115,424460,1,0,0,1,0,0,0,0,0,0
2005,44113,424470,1,1,0,0,0,0,0,0,0,0
2005,44114,424470,1,1,0,0,0,0,0,0,0,0
2005,44115,424470,2,1,0,1,0,0,0,0,0,0
2005,44115,424480,12,1,1,5,3,1,1,0,0,0
2005,44114,424490,1,0,0,1,0,0,0,0,0,0
2005,44113,424610,1,1,0,0,0,0,0,0,0,0
2005,44114,424610,3,0,1,1,0,0,0,0,0,1
2005,44113,424690,4,2,1,1,0,0,0,0,0,0
2005,44114,424690,4,0,1,2,1,0,0,0,0,0
2005,44115,424690,1,1,0,0,0,0,0,0,0,0
2005,44113,424710,4,2,1,0,1,0,0,0,0,0
2005,44114,424710,1,0,0,1,0,0,0,0,0,0
2005,44115,424710,2,0,0,0,2,0,0,0,0,0
2005,44114,424720,2,1,0,1,0,0,0,0,0,0
2005,44115,424720,1,0,1,0,0,0,0,0,0,0
2005,44114,424810,1,0,0,0,0,0,1,0,0,0
2005,44115,424810,1,1,0,0,0,0,0,0,0,0
2005,44114,424820,1,0,0,1,0,0,0,0,0,0
2005,44113,424910,1,1,0,0,0,0,0,0,0,0
2005,44114,424910,1,0,0,1,0,0,0,0,0,0
2005,44113,424920,1,1,0,0,0,0,0,0,0,0
2005,44114,424920,3,0,3,0,0,0,0,0,0,0
2005,44115,424920,2,1,1,0,0,0,0,0,0,0
2005,44114,424930,1,1,0,0,0,0,0,0,0,0
2005,44115,424930,2,0,0,1,1,0,0,0,0,0
2005,44114,424950,1,0,1,0,0,0,0,0,0,0
2005,44115,424950,2,0,0,0,0,1,0,1,0,0
2005,44113,424990,3,3,0,0,0,0,0,0,0,0
2005,44115,424990,1,1,0,0,0,0,0,0,0,0
2005,44113,425120,2,2,0,0,0,0,0,0,0,0
2005,44114,425120,3,2,1,0,0,0,0,0,0,0
2005,44115,425120,3,2,0,1,0,0,0,0,0,0
2005,44115,441110,2,1,0,0,0,0,1,0,0,0
2005,44113,441120,3,3,0,0,0,0,0,0,0,0
2005,44113,441221,1,1,0,0,0,0,0,0,0,0
2005,44115,441221,1,1,0,0,0,0,0,0,0,0
2005,44113,441222,2,1,0,1,0,0,0,0,0,0
2005,44114,441222,2,0,2,0,0,0,0,0,0,0
2005,44113,441310,2,1,1,0,0,0,0,0,0,0
2005,44114,441310,1,0,0,1,0,0,0,0,0,0
2005,44114,441320,5,0,3,2,0,0,0,0,0,0
2005,44115,441320,2,1,0,1,0,0,0,0,0,0
2005,44113,442110,5,3,2,0,0,0,0,0,0,0
2005,44114,442110,3,1,0,2,0,0,0,0,0,0
2005,44115,442110,5,3,0,0,2,0,0,0,0,0
2005,44113,442210,1,0,1,0,0,0,0,0,0,0
2005,44114,442210,1,1,0,0,0,0,0,0,0,0
2005,44115,442210,1,1,0,0,0,0,0,0,0,0
2005,44115,442291,1,0,1,0,0,0,0,0,0,0
2005,44113,442299,1,0,1,0,0,0,0,0,0,0
2005,44114,442299,3,1,1,0,0,1,0,0,0,0
2005,44113,443112,2,1,1,0,0,0,0,0,0,0
2005,44114,443112,3,3,0,0,0,0,0,0,0,0
2005,44115,443112,1,0,0,0,1,0,0,0,0,0
2005,44113,443120,1,0,1,0,0,0,0,0,0,0
2005,44114,443120,2,1,0,1,0,0,0,0,0,0
2005,44115,443130,2,1,0,1,0,0,0,0,0,0
2005,44114,444120,1,1,0,0,0,0,0,0,0,0
2005,44115,444120,1,1,0,0,0,0,0,0,0,0
2005,44114,444130,1,0,0,0,1,0,0,0,0,0
2005,44113,444190,4,0,0,3,1,0,0,0,0,0
2005,44114,444190,4,2,0,0,1,1,0,0,0,0
2005,44115,444190,1,1,0,0,0,0,0,0,0,0
2005,44113,445110,12,9,2,0,1,0,0,0,0,0
2005,44114,445110,13,6,2,2,2,0,0,1,0,0
2005,44115,445110,6,5,1,0,0,0,0,0,0,0
2005,44113,445120,7,6,1,0,0,0,0,0,0,0
2005,44114,445120,2,2,0,0,0,0,0,0,0,0
2005,44115,445120,1,1,0,0,0,0,0,0,0,0
2005,44113,445210,16,12,4,0,0,0,0,0,0,0
2005,44113,445220,2,2,0,0,0,0,0,0,0,0
2005,44113,445230,6,6,0,0,0,0,0,0,0,0
2005,44114,445230,1,1,0,0,0,0,0,0,0,0
2005,44115,445230,1,0,1,0,0,0,0,0,0,0
2005,44113,445291,4,2,1,1,0,0,0,0,0,0
2005,44113,445292,1,0,1,0,0,0,0,0,0,0
2005,44113,445299,8,7,0,1,0,0,0,0,0,0
2005,44114,445299,4,3,0,1,0,0,0,0,0,0
2005,44113,445310,3,2,0,1,0,0,0,0,0,0
2005,44114,445310,3,2,1,0,0,0,0,0,0,0
2005,44115,445310,1,1,0,0,0,0,0,0,0,0
2005,44113,446110,2,2,0,0,0,0,0,0,0,0
2005,44114,446110,2,0,0,0,2,0,0,0,0,0
2005,44115,446110,2,1,1,0,0,0,0,0,0,0
2005,44113,446120,4,2,1,0,1,0,0,0,0,0
2005,44114,446120,2,2,0,0,0,0,0,0,0,0
2005,44115,446120,1,1,0,0,0,0,0,0,0,0
2005,44113,446130,1,1,0,0,0,0,0,0,0,0
2005,44114,446130,1,1,0,0,0,0,0,0,0,0
2005,44115,446130,2,1,1,0,0,0,0,0,0,0
2005,44114,446191,4,3,0,0,1,0,0,0,0,0
2005,44113,447110,2,2,0,0,0,0,0,0,0,0
2005,44114,447110,3,1,2,0,0,0,0,0,0,0
2005,44115,447110,3,1,2,0,0,0,0,0,0,0
2005,44113,447190,3,1,2,0,0,0,0,0,0,0
2005,44115,447190,1,1,0,0,0,0,0,0,0,0
2005,44113,448110,5,2,1,1,1,0,0,0,0,0
2005,44114,448110,3,2,1,0,0,0,0,0,0,0
2005,44115,448110,3,1,2,0,0,0,0,0,0,0
2005,44113,448120,8,1,2,4,1,0,0,0,0,0
2005,44114,448120,3,2,1,0,0,0,0,0,0,0
2005,44115,448120,2,1,0,1,0,0,0,0,0,0
2005,44113,448130,2,0,1,1,0,0,0,0,0,0
2005,44113,448140,4,1,0,0,1,2,0,0,0,0
2005,44115,448140,1,0,1,0,0,0,0,0,0,0
2005,44113,448150,2,1,1,0,0,0,0,0,0,0
2005,44114,448150,1,1,0,0,0,0,0,0,0,0
2005,44115,448150,1,1,0,0,0,0,0,0,0,0
2005,44113,448190,2,1,0,1,0,0,0,0,0,0
2005,44114,448190,2,0,1,1,0,0,0,0,0,0
2005,44113,448210,8,2,3,3,0,0,0,0,0,0
2005,44114,448210,1,0,0,1,0,0,0,0,0,0
2005,44115,448210,1,1,0,0,0,0,0,0,0,0
2005,44113,448310,3,2,1,0,0,0,0,0,0,0
2005,44114,448310,5,4,1,0,0,0,0,0,0,0
2005,44115,448310,5,4,0,1,0,0,0,0,0,0
2005,44115,448320,1,0,0,1,0,0,0,0,0,0
2005,44113,451110,1,0,0,1,0,0,0,0,0,0
2005,44114,451110,2,1,1,0,0,0,0,0,0,0
2005,44115,451110,1,0,1,0,0,0,0,0,0,0
2005,44115,451120,1,1,0,0,0,0,0,0,0,0
2005,44113,451211,1,0,1,0,0,0,0,0,0,0
2005,44114,451211,2,1,1,0,0,0,0,0,0,0
2005,44115,451211,4,2,1,0,1,0,0,0,0,0
2005,44113,451212,1,1,0,0,0,0,0,0,0,0
2005,44114,451212,2,1,1,0,0,0,0,0,0,0
2005,44115,451212,1,1,0,0,0,0,0,0,0,0
2005,44113,451220,3,0,1,1,1,0,0,0,0,0
2005,44114,451220,2,0,0,2,0,0,0,0,0,0
2005,44113,452990,2,1,1,0,0,0,0,0,0,0
2005,44114,452990,1,0,0,1,0,0,0,0,0,0
2005,44115,452990,1,1,0,0,0,0,0,0,0,0
2005,44113,453110,1,1,0,0,0,0,0,0,0,0
2005,44114,453110,1,0,1,0,0,0,0,0,0,0
2005,44115,453210,1,0,0,0,1,0,0,0,0,0
2005,44113,453220,6,5,1,0,0,0,0,0,0,0
2005,44114,453220,8,5,2,1,0,0,0,0,0,0
2005,44115,453220,3,2,0,0,0,1,0,0,0,0
2005,44113,453310,5,3,1,0,0,1,0,0,0,0
2005,44114,453310,2,2,0,0,0,0,0,0,0,0
2005,44115,453310,1,1,0,0,0,0,0,0,0,0
2005,44113,453920,3,3,0,0,0,0,0,0,0,0
2005,44114,453920,2,1,1,0,0,0,0,0,0,0
2005,44115,453991,2,2,0,0,0,0,0,0,0,0
2005,44113,453998,1,1,0,0,0,0,0,0,0,0
2005,44114,453998,4,1,2,1,0,0,0,0,0,0
2005,44115,453998,1,0,1,0,0,0,0,0,0,0
2005,44113,454111,1,0,0,1,0,0,0,0,0,0
2005,44114,454111,1,0,1,0,0,0,0,0,0,0
2005,44115,454111,1,0,1,0,0,0,0,0,0,0
2005,44113,454112,1,1,0,0,0,0,0,0,0,0
2005,44114,454113,1,1,0,0,0,0,0,0,0,0
2005,44115,454113,1,1,0,0,0,0,0,0,0,0
2005,44113,454210,1,1,0,0,0,0,0,0,0,0
2005,44114,454210,3,2,1,0,0,0,0,0,0,0
2005,44115,454210,1,0,0,1,0,0,0,0,0,0
2005,44115,454311,1,1,0,0,0,0,0,0,0,0
2005,44113,454390,2,1,0,1,0,0,0,0,0,0
2005,44114,454390,3,1,2,0,0,0,0,0,0,0
2005,44115,481111,2,2,0,0,0,0,0,0,0,0
2005,44114,481219,2,2,0,0,0,0,0,0,0,0
2005,44114,483113,3,1,0,1,0,0,0,1,0,0
2005,44114,483211,1,1,0,0,0,0,0,0,0,0
2005,44113,484110,4,2,0,1,1,0,0,0,0,0
2005,44114,484110,4,1,2,0,1,0,0,0,0,0
2005,44115,484110,1,0,0,0,0,1,0,0,0,0
2005,44114,484121,1,1,0,0,0,0,0,0,0,0
2005,44115,484121,3,1,2,0,0,0,0,0,0,0
2005,44114,484122,1,0,1,0,0,0,0,0,0,0
2005,44114,484210,1,1,0,0,0,0,0,0,0,0
2005,44113,484220,6,3,2,0,1,0,0,0,0,0
2005,44113,484230,2,0,1,1,0,0,0,0,0,0
2005,44115,484230,2,2,0,0,0,0,0,0,0,0
2005,44114,485210,2,1,0,0,0,0,1,0,0,0
2005,44113,485310,1,0,0,0,1,0,0,0,0,0
2005,44113,485510,1,0,0,1,0,0,0,0,0,0
2005,44114,485991,1,1,0,0,0,0,0,0,0,0
2005,44113,485999,1,0,1,0,0,0,0,0,0,0
2005,44113,486110,1,1,0,0,0,0,0,0,0,0
2005,44113,487210,1,0,0,1,0,0,0,0,0,0
2005,44114,487210,1,0,1,0,0,0,0,0,0,0
2005,44114,488119,1,1,0,0,0,0,0,0,0,0
2005,44113,488210,1,1,0,0,0,0,0,0,0,0
2005,44114,488320,2,0,0,0,1,0,1,0,0,0
2005,44114,488390,1,1,0,0,0,0,0,0,0,0
2005,44113,488410,2,2,0,0,0,0,0,0,0,0
2005,44114,488410,2,0,1,1,0,0,0,0,0,0
2005,44113,488490,1,0,0,1,0,0,0,0,0,0
2005,44113,488510,4,3,0,0,0,1,0,0,0,0
2005,44114,488510,1,1,0,0,0,0,0,0,0,0
2005,44115,488510,2,0,2,0,0,0,0,0,0,0
2005,44113,488991,1,0,0,0,1,0,0,0,0,0
2005,44114,492110,1,1,0,0,0,0,0,0,0,0
2005,44114,492210,3,1,1,0,1,0,0,0,0,0
2005,44113,493110,2,2,0,0,0,0,0,0,0,0
2005,44114,493110,4,1,0,1,1,1,0,0,0,0
2005,44115,493110,1,0,0,0,1,0,0,0,0,0
2005,44115,493120,1,0,0,1,0,0,0,0,0,0
2005,44113,493190,1,0,0,1,0,0,0,0,0,0
2005,44113,511110,5,2,1,0,1,1,0,0,0,0
2005,44114,511110,2,0,0,1,0,0,0,0,0,1
2005,44115,511110,3,1,1,0,1,0,0,0,0,0
2005,44113,511120,2,0,0,0,1,1,0,0,0,0
2005,44114,511120,4,1,0,1,0,2,0,0,0,0
2005,44115,511120,2,1,0,0,0,1,0,0,0,0
2005,44114,511130,2,1,1,0,0,0,0,0,0,0
2005,44115,511130,1,0,1,0,0,0,0,0,0,0
2005,44115,511140,2,1,1,0,0,0,0,0,0,0
2005,44113,511210,2,2,0,0,0,0,0,0,0,0
2005,44114,511210,3,0,1,0,2,0,0,0,0,0
2005,44113,512110,4,2,1,1,0,0,0,0,0,0
2005,44114,512110,3,2,0,1,0,0,0,0,0,0
2005,44115,512110,2,0,0,2,0,0,0,0,0,0
2005,44113,512131,2,1,0,1,0,0,0,0,0,0
2005,44113,512191,1,1,0,0,0,0,0,0,0,0
2005,44115,512240,1,0,0,1,0,0,0,0,0,0
2005,44114,512290,1,1,0,0,0,0,0,0,0,0
2005,44113,515111,1,0,1,0,0,0,0,0,0,0
2005,44114,515111,1,0,0,0,0,1,0,0,0,0
2005,44115,515111,1,0,0,1,0,0,0,0,0,0
2005,44113,515112,6,5,0,1,0,0,0,0,0,0
2005,44114,515112,4,1,0,0,2,1,0,0,0,0
2005,44115,515112,2,1,0,0,1,0,0,0,0,0
2005,44114,515120,4,1,0,0,0,1,2,0,0,0
2005,44115,515120,2,1,0,0,0,0,1,0,0,0
2005,44113,516110,1,0,0,0,1,0,0,0,0,0
2005,44114,516110,3,3,0,0,0,0,0,0,0,0
2005,44115,516110,1,1,0,0,0,0,0,0,0,0
2005,44113,517110,5,3,2,0,0,0,0,0,0,0
2005,44114,517110,19,10,2,2,0,3,1,0,1,0
2005,44115,517110,9,4,1,1,2,1,0,0,0,0
2005,44114,517212,3,2,0,1,0,0,0,0,0,0
2005,44115,517212,1,0,1,0,0,0,0,0,0,0
2005,44113,517310,1,1,0,0,0,0,0,0,0,0
2005,44114,517310,2,0,1,0,0,1,0,0,0,0
2005,44113,517410,1,0,1,0,0,0,0,0,0,0
2005,44114,517510,2,0,0,0,0,0,1,1,0,0
2005,44115,517510,2,0,2,0,0,0,0,0,0,0
2005,44113,518111,1,0,1,0,0,0,0,0,0,0
2005,44114,518111,1,0,0,1,0,0,0,0,0,0
2005,44115,518111,1,1,0,0,0,0,0,0,0,0
2005,44115,518112,1,1,0,0,0,0,0,0,0,0
2005,44113,518210,3,2,0,0,1,0,0,0,0,0
2005,44114,518210,2,1,1,0,0,0,0,0,0,0
2005,44115,518210,2,1,1,0,0,0,0,0,0,0
2005,44114,519110,2,0,0,2,0,0,0,0,0,0
2005,44115,519190,1,0,0,1,0,0,0,0,0,0
2005,44114,521110,1,0,0,0,0,0,0,0,1,0
2005,44113,522110,9,0,6,3,0,0,0,0,0,0
2005,44114,522110,38,8,10,10,4,1,0,1,1,3
2005,44115,522110,9,4,0,1,1,1,1,0,0,1
2005,44113,522120,3,1,2,0,0,0,0,0,0,0
2005,44114,522120,8,4,1,2,0,0,1,0,0,0
2005,44113,522130,3,3,0,0,0,0,0,0,0,0
2005,44114,522130,5,1,2,1,1,0,0,0,0,0
2005,44115,522130,9,6,1,0,2,0,0,0,0,0
2005,44113,522220,2,2,0,0,0,0,0,0,0,0
2005,44114,522220,8,6,1,0,1,0,0,0,0,0
2005,44113,522291,1,0,0,0,0,1,0,0,0,0
2005,44114,522291,1,1,0,0,0,0,0,0,0,0
2005,44115,522291,1,1,0,0,0,0,0,0,0,0
2005,44113,522292,5,3,0,0,0,1,0,0,1,0
2005,44114,522292,5,4,0,1,0,0,0,0,0,0
2005,44115,522292,1,1,0,0,0,0,0,0,0,0
2005,44113,522294,1,0,0,0,1,0,0,0,0,0
2005,44114,522298,1,1,0,0,0,0,0,0,0,0
2005,44115,522298,1,0,1,0,0,0,0,0,0,0
2005,44113,522310,4,1,0,1,2,0,0,0,0,0
2005,44114,522310,2,1,0,0,1,0,0,0,0,0
2005,44115,522310,2,2,0,0,0,0,0,0,0,0
2005,44113,522320,1,0,1,0,0,0,0,0,0,0
2005,44113,522390,2,2,0,0,0,0,0,0,0,0
2005,44114,522390,4,4,0,0,0,0,0,0,0,0
2005,44115,522390,1,1,0,0,0,0,0,0,0,0
2005,44113,523110,1,0,0,1,0,0,0,0,0,0
2005,44114,523110,7,5,1,0,1,0,0,0,0,0
2005,44115,523110,2,2,0,0,0,0,0,0,0,0
2005,44113,523120,2,1,0,1,0,0,0,0,0,0
2005,44114,523120,30,9,2,6,5,3,4,0,1,0
2005,44115,523120,8,5,3,0,0,0,0,0,0,0
2005,44113,523910,1,1,0,0,0,0,0,0,0,0
2005,44114,523910,1,0,0,1,0,0,0,0,0,0
2005,44115,523910,4,3,1,0,0,0,0,0,0,0
2005,44113,523920,4,3,1,0,0,0,0,0,0,0
2005,44114,523920,17,6,6,2,2,1,0,0,0,0
2005,44115,523920,4,1,2,0,1,0,0,0,0,0
2005,44113,523930,4,3,1,0,0,0,0,0,0,0
2005,44114,523930,14,8,2,2,0,1,1,0,0,0
2005,44115,523930,4,3,1,0,0,0,0,0,0,0
2005,44114,523991,1,1,0,0,0,0,0,0,0,0
2005,44115,523991,2,2,0,0,0,0,0,0,0,0
2005,44113,524113,5,3,2,0,0,0,0,0,0,0
2005,44114,524113,4,0,1,2,0,1,0,0,0,0
2005,44115,524113,3,2,0,1,0,0,0,0,0,0
2005,44114,524114,3,0,1,0,0,1,0,1,0,0
2005,44115,524114,3,1,0,0,0,0,1,0,0,1
2005,44113,524126,3,0,0,1,1,0,1,0,0,0
2005,44114,524126,8,3,2,0,3,0,0,0,0,0
2005,44113,524127,5,3,1,1,0,0,0,0,0,0
2005,44114,524127,10,6,0,2,1,1,0,0,0,0
2005,44115,524127,3,2,0,0,0,0,1,0,0,0
2005,44114,524130,1,1,0,0,0,0,0,0,0,0
2005,44115,524130,1,1,0,0,0,0,0,0,0,0
2005,44113,524210,17,11,2,2,2,0,0,0,0,0
2005,44114,524210,47,30,6,4,5,0,2,0,0,0
2005,44115,524210,16,10,4,1,1,0,0,0,0,0
2005,44114,524291,1,1,0,0,0,0,0,0,0,0
2005,44113,524292,2,2,0,0,0,0,0,0,0,0
2005,44114,524292,13,6,3,1,2,1,0,0,0,0
2005,44115,524292,3,2,1,0,0,0,0,0,0,0
2005,44113,525930,1,0,0,0,0,0,0,0,0,1
2005,44114,525930,1,0,0,0,1,0,0,0,0,0
2005,44115,525930,2,0,1,1,0,0,0,0,0,0
2005,44113,531110,11,8,1,2,0,0,0,0,0,0
2005,44114,531110,8,6,0,1,1,0,0,0,0,0
2005,44115,531110,10,10,0,0,0,0,0,0,0,0
2005,44113,531120,11,8,0,1,1,0,0,1,0,0
2005,44114,531120,9,5,3,1,0,0,0,0,0,0
2005,44115,531120,9,8,0,0,1,0,0,0,0,0
2005,44113,531130,1,1,0,0,0,0,0,0,0,0
2005,44114,531130,2,2,0,0,0,0,0,0,0,0
2005,44113,531190,2,2,0,0,0,0,0,0,0,0
2005,44113,531210,6,5,0,1,0,0,0,0,0,0
2005,44114,531210,12,9,1,0,2,0,0,0,0,0
2005,44115,531210,6,4,0,2,0,0,0,0,0,0
2005,44113,531311,4,3,1,0,0,0,0,0,0,0
2005,44114,531311,19,8,4,3,2,0,2,0,0,0
2005,44115,531311,9,7,0,0,1,0,1,0,0,0
2005,44113,531312,3,1,1,1,0,0,0,0,0,0
2005,44114,531312,4,3,1,0,0,0,0,0,0,0
2005,44115,531312,5,2,0,1,1,1,0,0,0,0
2005,44113,531320,1,0,1,0,0,0,0,0,0,0
2005,44114,531320,1,0,1,0,0,0,0,0,0,0
2005,44115,531320,2,1,1,0,0,0,0,0,0,0
2005,44113,531390,5,1,0,1,1,2,0,0,0,0
2005,44114,531390,3,3,0,0,0,0,0,0,0,0
2005,44115,531390,1,1,0,0,0,0,0,0,0,0
2005,44114,532111,1,0,1,0,0,0,0,0,0,0
2005,44115,532111,1,1,0,0,0,0,0,0,0,0
2005,44115,532120,1,1,0,0,0,0,0,0,0,0
2005,44113,532210,1,0,1,0,0,0,0,0,0,0
2005,44113,532230,2,0,1,1,0,0,0,0,0,0
2005,44114,532230,1,1,0,0,0,0,0,0,0,0
2005,44113,532292,1,1,0,0,0,0,0,0,0,0
2005,44114,532412,1,0,0,0,1,0,0,0,0,0
2005,44113,532490,1,1,0,0,0,0,0,0,0,0
2005,44114,532490,6,3,2,0,1,0,0,0,0,0
2005,44115,532490,1,1,0,0,0,0,0,0,0,0
2005,44114,533110,2,0,1,0,0,1,0,0,0,0
2005,44113,541110,313,207,55,28,15,5,3,0,0,0
2005,44114,541110,159,90,20,19,11,10,5,3,1,0
2005,44115,541110,71,37,14,7,7,4,2,0,0,0
2005,44113,541191,10,7,1,2,0,0,0,0,0,0
2005,44114,541191,6,1,1,3,0,1,0,0,0,0
2005,44115,541191,1,0,0,0,1,0,0,0,0,0
2005,44113,541199,2,2,0,0,0,0,0,0,0,0
2005,44114,541199,5,1,2,1,1,0,0,0,0,0
2005,44113,541211,4,0,2,2,0,0,0,0,0,0
2005,44114,541211,20,8,2,1,3,2,3,1,0,0
2005,44115,541211,30,8,8,7,2,1,2,2,0,0
2005,44113,541213,3,2,0,1,0,0,0,0,0,0
2005,44114,541213,1,0,0,0,0,1,0,0,0,0
2005,44113,541214,1,0,0,1,0,0,0,0,0,0
2005,44114,541214,2,1,0,0,0,0,0,1,0,0
2005,44115,541214,1,0,0,0,1,0,0,0,0,0
2005,44113,541219,3,1,1,1,0,0,0,0,0,0
2005,44114,541219,2,0,0,0,2,0,0,0,0,0
2005,44115,541219,4,2,0,1,0,0,1,0,0,0
2005,44113,541310,16,6,4,3,2,1,0,0,0,0
2005,44114,541310,9,6,2,1,0,0,0,0,0,0
2005,44115,541310,14,6,0,3,4,0,1,0,0,0
2005,44113,541320,4,2,2,0,0,0,0,0,0,0
2005,44114,541320,1,0,0,0,1,0,0,0,0,0
2005,44115,541320,3,2,0,1,0,0,0,0,0,0
2005,44113,541330,13,5,4,0,3,0,1,0,0,0
2005,44114,541330,21,7,3,3,3,4,0,1,0,0
2005,44115,541330,8,3,2,1,2,0,0,0,0,0
2005,44113,541370,1,0,0,1,0,0,0,0,0,0
2005,44114,541370,1,1,0,0,0,0,0,0,0,0
2005,44113,541380,1,1,0,0,0,0,0,0,0,0
2005,44114,541380,1,0,1,0,0,0,0,0,0,0
2005,44115,541380,2,1,0,1,0,0,0,0,0,0
2005,44113,541410,1,1,0,0,0,0,0,0,0,0
2005,44114,541410,4,2,1,0,1,0,0,0,0,0
2005,44115,541410,3,1,1,0,1,0,0,0,0,0
2005,44113,541420,1,1,0,0,0,0,0,0,0,0
2005,44114,541420,3,1,1,1,0,0,0,0,0,0
2005,44113,541430,11,5,5,1,0,0,0,0,0,0
2005,44114,541430,6,4,1,1,0,0,0,0,0,0
2005,44115,541430,8,3,3,1,1,0,0,0,0,0
2005,44113,541511,8,5,1,0,0,2,0,0,0,0
2005,44114,541511,4,1,1,1,0,1,0,0,0,0
2005,44115,541511,8,3,3,1,1,0,0,0,0,0
2005,44113,541512,5,3,2,0,0,0,0,0,0,0
2005,44114,541512,8,7,0,1,0,0,0,0,0,0
2005,44115,541512,3,2,0,1,0,0,0,0,0,0
2005,44114,541513,2,1,1,0,0,0,0,0,0,0
2005,44115,541513,1,0,1,0,0,0,0,0,0,0
2005,44113,541519,1,0,0,0,1,0,0,0,0,0
2005,44114,541519,1,1,0,0,0,0,0,0,0,0
2005,44115,541519,1,1,0,0,0,0,0,0,0,0
2005,44113,541611,10,8,1,0,0,0,1,0,0,0
2005,44114,541611,27,11,5,2,3,2,3,1,0,0
2005,44115,541611,14,5,6,2,1,0,0,0,0,0
2005,44113,541612,4,3,0,1,0,0,0,0,0,0
2005,44114,541612,17,8,1,2,2,1,3,0,0,0
2005,44115,541612,9,6,1,0,2,0,0,0,0,0
2005,44113,541613,6,3,2,1,0,0,0,0,0,0
2005,44114,541613,7,7,0,0,0,0,0,0,0,0
2005,44115,541613,2,0,0,1,1,0,0,0,0,0
2005,44114,541614,2,1,0,1,0,0,0,0,0,0
2005,44113,541618,1,0,0,1,0,0,0,0,0,0
2005,44114,541618,1,1,0,0,0,0,0,0,0,0
2005,44113,541620,3,2,1,0,0,0,0,0,0,0
2005,44114,541620,1,1,0,0,0,0,0,0,0,0
2005,44114,541710,4,3,0,1,0,0,0,0,0,0
2005,44115,541710,3,2,0,0,0,1,0,0,0,0
2005,44115,541720,4,0,4,0,0,0,0,0,0,0
2005,44113,541810,15,9,3,0,3,0,0,0,0,0
2005,44114,541810,8,5,1,0,0,2,0,0,0,0
2005,44115,541810,9,2,2,1,2,2,0,0,0,0
2005,44114,541820,3,0,0,1,1,1,0,0,0,0
2005,44115,541820,6,3,1,0,2,0,0,0,0,0
2005,44114,541830,1,1,0,0,0,0,0,0,0,0
2005,44115,541840,1,0,0,1,0,0,0,0,0,0
2005,44114,541850,1,1,0,0,0,0,0,0,0,0
2005,44115,541850,2,2,0,0,0,0,0,0,0,0
2005,44114,541860,3,2,0,1,0,0,0,0,0,0
2005,44115,541860,1,1,0,0,0,0,0,0,0,0
2005,44113,541890,1,0,0,1,0,0,0,0,0,0
2005,44113,541910,1,0,0,1,0,0,0,0,0,0
2005,44114,541910,1,0,0,1,0,0,0,0,0,0
2005,44113,541921,4,4,0,0,0,0,0,0,0,0
2005,44114,541921,3,3,0,0,0,0,0,0,0,0
2005,44115,541921,1,0,1,0,0,0,0,0,0,0
2005,44113,541922,2,1,0,0,1,0,0,0,0,0
2005,44114,541922,17,10,5,2,0,0,0,0,0,0
2005,44115,541922,4,3,1,0,0,0,0,0,0,0
2005,44113,541940,1,0,0,0,1,0,0,0,0,0
2005,44113,541990,1,0,1,0,0,0,0,0,0,0
2005,44114,541990,1,0,1,0,0,0,0,0,0,0
2005,44115,541990,1,1,0,0,0,0,0,0,0,0
2005,44113,551112,4,1,3,0,0,0,0,0,0,0
2005,44114,551112,6,2,2,1,0,0,0,0,1,0
