Zip Code,City Name,City Type Zip,County,State,Lat,Lng,Zip Code Status,Zip Check
43520,Farmer,postal_code,Defiance County,OH,41.3858712,-84.6312169,OK,43520
43521,Fayette,postal_code,None,OH,41.6787983,-84.2910759,OK,43521
43522,Grand Rapids,postal_code,None,OH,41.426364,-83.8366958,OK,43522
43523,Grelton,postal_code,Henry County,OH,41.3416799,-83.99869,OK,43523
43524,Hamler,postal_code,Henry County,OH,41.2270664,-84.0378894,OK,43524
43525,Haskins,postal_code,Wood County,OH,41.4663948,-83.70131429999999,OK,43525
43526,Hicksville,postal_code,None,OH,41.2999653,-84.7106567,OK,43526
43527,Holgate,postal_code,None,OH,41.2314102,-84.1224036,OK,43527
43528,Holland,postal_code,Lucas County,OH,41.620939,-83.75178509999999,OK,43528
43529,Hoytville,postal_code,Wood County,OH,41.1902027,-83.78463550000001,OK,43529
43530,Jewell,postal_code,Defiance County,OH,41.3238354,-84.28745710000001,OK,43530
43531,Kunkle,postal_code,Williams County,OH,41.6360543,-84.49108079999999,OK,43531
43532,Liberty Center,postal_code,None,OH,41.4646868,-83.99558789999999,OK,43532
43533,Lyons,postal_code,Fulton County,OH,41.6984727,-84.0907246,OK,43533
43534,Grelton,postal_code,Henry County,OH,41.3404576,-83.91089680000002,OK,43534
43535,Malinta,postal_code,Henry County,OH,41.3071211,-84.0378894,OK,43535
43536,Mark Center,postal_code,Defiance County,OH,41.3065886,-84.63744840000001,OK,43536
43537,Maumee,postal_code,Lucas County,OH,41.5683175,-83.6986568,OK,43537
43540,Metamora,postal_code,Fulton County,OH,41.6907655,-83.94266979999999,OK,43540
43541,Milton Center,postal_code,Wood County,OH,41.2985991,-83.8287404,OK,43541
43542,Monclova,postal_code,Lucas County,OH,41.5624201,-83.7730237,OK,43542
43543,Holiday City,postal_code,Williams County,OH,41.6154354,-84.6269824,OK,43543
43545,Florida,postal_code,Henry County,OH,41.4124518,-84.14351359999999,OK,43545
43547,Neapolis,postal_code,Lucas County,OH,41.4915425,-83.8728138,OK,43547
43548,New Bavaria,postal_code,None,OH,41.1839964,-84.17516479999999,OK,43548
43549,Ney,postal_code,Defiance County,OH,41.37216189999999,-84.54318669999999,OK,43549
43550,Okolona,postal_code,Henry County,OH,41.39044,-84.12653,OK,43550
43551,Perrysburg,postal_code,Wood County,OH,41.5214385,-83.57096399999999,OK,43551
43552,Perrysburg,postal_code,Wood County,OH,41.5431369,-83.61848959999999,OK,43552
43553,Pettisville,postal_code,Fulton County,OH,41.5324714,-84.22771490000001,OK,43553
43554,Pioneer,postal_code,Williams County,OH,41.6617182,-84.5536678,OK,43554
43555,RDGVILLE CORS,postal_code,Henry County,OH,41.4370735,-84.2608027,OK,43555
43556,Sherwood,postal_code,Defiance County,OH,41.2941329,-84.5850997,OK,43556
43557,Stryker,postal_code,None,OH,41.483871,-84.375233,OK,43557
43558,Swanton,postal_code,None,OH,41.5775019,-83.8685072,OK,43558
43560,Sylvania,postal_code,Lucas County,OH,41.6992425,-83.7305392,OK,43560
43565,Tontogany,postal_code,Wood County,OH,41.4164032,-83.7388393,OK,43565
43566,Waterville,postal_code,Lucas County,OH,41.5015319,-83.75178509999999,OK,43566
43567,Wauseon,postal_code,None,OH,41.5719341,-84.14351359999999,OK,43567
43569,Weston,postal_code,Wood County,OH,41.3442184,-83.7942551,OK,43569
43570,West Unity,postal_code,None,OH,41.6074807,-84.4592701,OK,43570
43571,Whitehouse,postal_code,Lucas County,OH,41.5049749,-83.81547909999999,OK,43571
43601,Toledo,postal_code,Lucas County,OH,41.6411077,-83.54366259999999,OK,43601
43603,Toledo,postal_code,Lucas County,OH,41.65,-83.53,OK,43603
43604,Toledo,postal_code,Lucas County,OH,41.6541814,-83.5443287,OK,43604
43605,Northwood,postal_code,None,OH,41.6517775,-83.5016887,OK,43605
43606,Toledo,postal_code,Lucas County,OH,41.6735366,-83.624201,OK,43606
43607,Toledo,postal_code,Lucas County,OH,41.6472294,-83.59758819999999,OK,43607
43608,Toledo,postal_code,Lucas County,OH,41.6833676,-83.5336714,OK,43608
43609,Toledo,postal_code,Lucas County,OH,41.6255748,-83.5656379,OK,43609
43610,Toledo,postal_code,Lucas County,OH,41.6775685,-83.56297459999999,OK,43610
43611,Toledo,postal_code,Lucas County,OH,41.7008069,-83.4910242,OK,43611
43612,Toledo,postal_code,Lucas County,OH,41.7084764,-83.53900019999999,OK,43612
43613,Toledo,postal_code,Lucas County,OH,41.7120535,-83.6029116,OK,43613
43614,Toledo,postal_code,Lucas County,OH,41.5993157,-83.6295222,OK,43614
43615,Toledo,postal_code,Lucas County,OH,41.6560291,-83.666758,OK,43615
43616,Oregon,postal_code,Lucas County,OH,41.6615051,-83.41098339999999,OK,43616
43617,Toledo,postal_code,Lucas County,OH,41.6647825,-83.7358514,OK,43617
43619,Northwood,postal_code,None,OH,41.6043442,-83.4536844,OK,43619
43620,Toledo,postal_code,Lucas County,OH,41.6670429,-83.5523205,OK,43620
43623,Toledo,postal_code,Lucas County,OH,41.6998261,-83.6508025,OK,43623
43635,Toledo,postal_code,Lucas County,OH,41.6615259,-83.6861485,OK,43635
43652,Toledo,postal_code,Lucas County,OH,41.6508647,-83.5338189,OK,43652
43654,Toledo,postal_code,Lucas County,OH,41.64,-83.53999999999999,OK,43654
43656,Toledo,postal_code,Lucas County,OH,41.6983641,-83.6489722,OK,43656
43657,Toledo,postal_code,Lucas County,OH,41.6822018,-83.5717543,OK,43657
43659,Toledo,postal_code,Lucas County,OH,41.65,-83.53999999999999,OK,43659
43660,Toledo,postal_code,Lucas County,OH,41.6552796,-83.5335048,OK,43660
43661,Toledo,postal_code,Lucas County,OH,41.64,-83.53999999999999,OK,43661
43666,Toledo,postal_code,Lucas County,OH,41.64,-83.53999999999999,OK,43666
43667,Toledo,postal_code,Lucas County,OH,41.6514069,-83.53477,OK,43667
43681,Toledo,postal_code,Lucas County,OH,41.64,-83.53999999999999,OK,43681
43682,Toledo,postal_code,Lucas County,OH,41.64,-83.53999999999999,OK,43682
43697,Toledo,postal_code,Lucas County,OH,41.64,-83.53999999999999,OK,43697
