Zip Code,Census Geo ID,Zip Payroll,Zip Business Count,Zip Employee Count,Census Year
44110,8610000US44110,211902,286,4970,2013
44111,8610000US44111,482946,706,12649,2013
44112,8610000US44112,204660,257,5138,2013
44113,8610000US44113,1136769,1246,22105,2013
44114,8610000US44114,2694651,1427,34838,2013
44115,8610000US44115,1583991,776,26602,2013
44116,8610000US44116,226947,753,6649,2013
44117,8610000US44117,437538,236,7162,2013
44118,8610000US44118,270076,722,10089,2013
44119,8610000US44119,117131,230,3511,2013
44120,8610000US44120,119067,439,4549,2013
44121,8610000US44121,152950,485,5147,2013
44122,8610000US44122,1765457,1929,34993,2013
44123,8610000US44123,69104,188,1832,2013
44124,8610000US44124,1018620,1243,21009,2013
44125,8610000US44125,1361471,821,26050,2013
44126,8610000US44126,93903,376,3175,2013
44127,8610000US44127,92765,147,2030,2013
44128,8610000US44128,628431,692,12791,2013
44129,8610000US44129,316520,697,10978,2013
44130,8610000US44130,1285524,1407,30541,2013
44131,8610000US44131,1588984,1267,31617,2013
44132,8610000US44132,110619,278,3307,2013
44133,8610000US44133,250094,765,6729,2013
44134,8610000US44134,181828,586,6956,2013
44135,8610000US44135,923156,602,17270,2013
44136,8610000US44136,571627,899,15935,2013
44137,8610000US44137,117486,359,4446,2013
44138,8610000US44138,111564,252,2790,2013
44139,8610000US44139,1651385,1168,29866,2013
44140,8610000US44140,47531,226,1479,2013
44142,8610000US44142,431615,429,9282,2013
44143,8610000US44143,1235885,818,20016,2013
44144,8610000US44144,477570,357,13659,2013
44145,8610000US44145,1047533,1506,23129,2013
44146,8610000US44146,985527,996,20900,2013
44147,8610000US44147,262247,488,5801,2013
44181,8610000US44181,3610,9,164,2013
44190,8610000US44190,0,1,0,2013
44192,8610000US44192,0,1,0,2013
44194,8610000US44194,0,2,0,2013
44195,8610000US44195,11010,34,636,2013
44199,8610000US44199,7803,19,159,2013
44017,8610000US44017,406707,436,7991,2014
44040,8610000US44040,30412,79,793,2014
44070,8610000US44070,553641,968,15562,2014
44101,8610000US44101,14781,24,167,2014
44102,8610000US44102,303841,620,8068,2014
44103,8610000US44103,389812,523,9158,2014
44104,8610000US44104,152824,221,3933,2014
44105,8610000US44105,701173,488,10692,2014
44106,8610000US44106,0,485,0,2014
44107,8610000US44107,388876,988,11623,2014
44108,8610000US44108,66873,171,1895,2014
44109,8610000US44109,661298,595,12960,2014
44110,8610000US44110,176072,283,4198,2014
44111,8610000US44111,496504,701,12161,2014
44112,8610000US44112,212293,250,4878,2014
44113,8610000US44113,1177776,1237,22646,2014
44114,8610000US44114,2830155,1456,35034,2014
44115,8610000US44115,1633498,745,24999,2014
44116,8610000US44116,244746,773,7036,2014
44117,8610000US44117,450928,228,7330,2014
44118,8610000US44118,265985,726,10261,2014
44119,8610000US44119,115741,215,3477,2014
44120,8610000US44120,138957,443,5025,2014
44121,8610000US44121,163953,476,5193,2014
44122,8610000US44122,1820940,1928,33314,2014
44123,8610000US44123,75187,185,1930,2014
44124,8610000US44124,1183846,1260,22837,2014
44125,8610000US44125,980260,824,21120,2014
44126,8610000US44126,94383,359,3252,2014
44127,8610000US44127,100952,149,2043,2014
44128,8610000US44128,665317,702,12168,2014
44129,8610000US44129,315045,675,10861,2014
44130,8610000US44130,1293982,1403,30453,2014
44131,8610000US44131,1464544,1278,31266,2014
44132,8610000US44132,108077,265,3164,2014
44133,8610000US44133,254747,771,6718,2014
44134,8610000US44134,165854,600,6779,2014
44135,8610000US44135,803405,610,17110,2014
44136,8610000US44136,589762,927,15945,2014
44137,8610000US44137,128854,357,4620,2014
44138,8610000US44138,125171,259,3037,2014
44139,8610000US44139,1634051,1161,30189,2014
44140,8610000US44140,49767,228,1498,2014
44142,8610000US44142,453237,421,9160,2014
44143,8610000US44143,1328557,820,20139,2014
44144,8610000US44144,502571,350,14432,2014
44145,8610000US44145,1124543,1519,23537,2014
44146,8610000US44146,1003840,996,21367,2014
44147,8610000US44147,268045,496,5290,2014
44181,8610000US44181,3344,6,152,2014
44190,8610000US44190,0,1,0,2014
44192,8610000US44192,0,1,0,2014
44194,8610000US44194,0,2,0,2014
44195,8610000US44195,10056,33,599,2014
44199,8610000US44199,7312,18,167,2014
44017,8610000US44017,451285,433,7977,2015
44040,8610000US44040,32900,78,745,2015
44070,8610000US44070,570810,965,15609,2015
44101,8610000US44101,16447,24,172,2015
44102,8610000US44102,300684,616,8191,2015
44103,8610000US44103,386834,534,8903,2015
44104,8610000US44104,143993,214,3499,2015
44105,8610000US44105,701696,476,10540,2015
44106,8610000US44106,1856251,492,39641,2015
44107,8610000US44107,395730,990,11915,2015
44108,8610000US44108,53492,169,1743,2015
44109,8610000US44109,678264,602,13077,2015
44110,8610000US44110,170718,273,4110,2015
44111,8610000US44111,518965,691,11897,2015
44112,8610000US44112,218192,241,5050,2015
44113,8610000US44113,1258221,1232,23820,2015
44114,8610000US44114,3054867,1475,37235,2015
44115,8610000US44115,1801112,753,25909,2015
44116,8610000US44116,263255,777,7442,2015
44117,8610000US44117,412562,235,7219,2015
44118,8610000US44118,259083,745,10064,2015
44119,8610000US44119,118460,206,3342,2015
44120,8610000US44120,148981,457,5378,2015
44121,8610000US44121,165781,491,5147,2015
44122,8610000US44122,1880321,1940,33311,2015
44123,8610000US44123,69516,182,1779,2015
44124,8610000US44124,1251675,1272,22379,2015
44125,8610000US44125,1014986,816,20877,2015
44126,8610000US44126,104375,365,3194,2015
44127,8610000US44127,102629,145,1938,2015
44128,8610000US44128,682543,717,13370,2015
44129,8610000US44129,316108,680,11066,2015
44130,8610000US44130,1397479,1411,31232,2015
44131,8610000US44131,1538313,1287,29775,2015
44132,8610000US44132,112966,257,3171,2015
44133,8610000US44133,262535,776,6500,2015
44134,8610000US44134,176797,615,6802,2015
44135,8610000US44135,788599,594,16696,2015
44136,8610000US44136,593490,930,15931,2015
44137,8610000US44137,133841,342,4460,2015
44138,8610000US44138,127101,261,3028,2015
44139,8610000US44139,1707683,1146,29978,2015
44140,8610000US44140,53664,234,1587,2015
44142,8610000US44142,485116,416,9735,2015
44143,8610000US44143,1428122,827,22273,2015
44144,8610000US44144,519664,363,14533,2015
44145,8610000US44145,1215973,1540,23491,2015
44146,8610000US44146,922481,1010,20210,2015
44147,8610000US44147,290293,508,5472,2015
44181,8610000US44181,4029,8,176,2015
44190,8610000US44190,0,1,0,2015
44194,8610000US44194,0,2,0,2015
44195,8610000US44195,0,33,0,2015
44199,8610000US44199,6746,20,149,2015
44017,8610000US44017,384777,418,8158,2016
44040,8610000US44040,36852,76,817,2016
44070,8610000US44070,659490,961,16248,2016
44101,8610000US44101,13319,22,160,2016
44102,8610000US44102,297821,614,7963,2016
44103,8610000US44103,382053,507,9079,2016
44104,8610000US44104,144337,209,3409,2016
44105,8610000US44105,723217,454,10432,2016
44106,8610000US44106,1899914,488,38306,2016
44107,8610000US44107,370539,994,11350,2016
44108,8610000US44108,53705,164,1662,2016
44109,8610000US44109,688392,610,13382,2016
44110,8610000US44110,169476,263,4125,2016
44111,8610000US44111,599151,704,12753,2016
44112,8610000US44112,185345,246,4479,2016
44113,8610000US44113,1270123,1225,23617,2016
44114,8610000US44114,2939971,1494,35950,2016
44115,8610000US44115,1905760,756,26740,2016
44116,8610000US44116,280730,760,7793,2016
44117,8610000US44117,396585,230,7127,2016
44118,8610000US44118,267281,747,9889,2016
44119,8610000US44119,138663,207,3405,2016
44120,8610000US44120,144435,462,5376,2016
44121,8610000US44121,173391,496,5339,2016
44122,8610000US44122,1830686,1931,32755,2016
44123,8610000US44123,70364,178,1860,2016
44124,8610000US44124,1308301,1270,22979,2016
44125,8610000US44125,1066122,788,20833,2016
44126,8610000US44126,110254,370,3382,2016
44127,8610000US44127,97795,142,1942,2016
44128,8610000US44128,744563,708,14032,2016
44129,8610000US44129,346751,652,10897,2016
44130,8610000US44130,1366753,1424,31911,2016
44131,8610000US44131,1585442,1298,29990,2016
44132,8610000US44132,110344,261,3350,2016
44133,8610000US44133,268542,772,6807,2016
44134,8610000US44134,185028,610,7229,2016
44135,8610000US44135,801109,595,16606,2016
44136,8610000US44136,572808,943,15505,2016
44137,8610000US44137,131166,340,4367,2016
44138,8610000US44138,109601,265,2999,2016
44139,8610000US44139,1616988,1153,27987,2016
44140,8610000US44140,52802,230,1573,2016
44142,8610000US44142,501631,407,9632,2016
44143,8610000US44143,1402935,805,21330,2016
44144,8610000US44144,522769,355,14644,2016
44145,8610000US44145,1297409,1529,24960,2016
44146,8610000US44146,917133,992,19084,2016
44147,8610000US44147,294867,508,5868,2016
44181,8610000US44181,4172,8,174,2016
44190,8610000US44190,0,1,0,2016
44194,8610000US44194,0,2,0,2016
44195,8610000US44195,0,36,0,2016
44199,8610000US44199,7894,20,145,2016
44017,8610000US44017,500805,415,7909,2017
44040,8610000US44040,31863,79,814,2017
44070,8610000US44070,633375,934,15247,2017
44101,8610000US44101,6518,22,133,2017
44102,8610000US44102,286572,606,7609,2017
44103,8610000US44103,479638,509,9774,2017
44104,8610000US44104,139758,212,3350,2017
44105,8610000US44105,676867,443,9919,2017
44106,8610000US44106,2042396,489,35117,2017
44107,8610000US44107,371345,961,10609,2017
44108,8610000US44108,56608,168,1680,2017
44109,8610000US44109,773157,603,14971,2017
44110,8610000US44110,171872,258,3707,2017
44111,8610000US44111,584397,713,12557,2017
44112,8610000US44112,87959,242,3721,2017
44113,8610000US44113,1094899,1223,20184,2017
44114,8610000US44114,3471610,1502,39668,2017
44115,8610000US44115,1527478,749,23857,2017
44116,8610000US44116,300915,781,7838,2017
44117,8610000US44117,398889,215,6993,2017
44118,8610000US44118,251157,731,9329,2017
44119,8610000US44119,139689,205,3494,2017
44120,8610000US44120,130207,441,4779,2017
44121,8610000US44121,177304,474,5268,2017
44122,8610000US44122,2178266,1923,37008,2017
44123,8610000US44123,32975,172,1437,2017
44124,8610000US44124,1429503,1255,22658,2017
44125,8610000US44125,1059166,783,19174,2017
44126,8610000US44126,112535,363,3390,2017
44127,8610000US44127,82366,133,1716,2017
44128,8610000US44128,705319,687,13672,2017
44129,8610000US44129,336157,637,10483,2017
44130,8610000US44130,1293940,1439,30628,2017
44131,8610000US44131,1647988,1327,30376,2017
44132,8610000US44132,122465,249,3168,2017
44133,8610000US44133,273915,772,6518,2017
44134,8610000US44134,221272,603,7551,2017
44135,8610000US44135,810517,583,16361,2017
44136,8610000US44136,570322,920,15307,2017
44137,8610000US44137,137765,336,4323,2017
44138,8610000US44138,111386,263,2614,2017
44139,8610000US44139,1644682,1126,27987,2017
44140,8610000US44140,52836,239,1593,2017
44142,8610000US44142,517172,400,9994,2017
44143,8610000US44143,1480633,784,21574,2017
44144,8610000US44144,427866,339,9411,2017
44145,8610000US44145,1608783,1553,33897,2017
44146,8610000US44146,917369,973,19065,2017
44147,8610000US44147,294525,506,6015,2017
44181,8610000US44181,3862,6,127,2017
44195,8610000US44195,0,31,0,2017
44199,8610000US44199,6839,19,155,2017
